Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"DC-Series PV Collection DC/DC Converter with Wide Output Voltage Regulation Range","X. Huang; H. Wang; L. Guo; Y. Wang; H. Xu","Chinese Academy of Sciences, Institute of Electrical Engineering; Chinese Academy of Sciences, Institute of Electrical Engineering; Chinese Academy of Sciences, Institute of Electrical Engineering; Chinese Academy of Sciences, Institute of Electrical Engineering; Chinese Academy of Sciences, Institute of Electrical Engineering","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4359","4364","","","","10.1109/IECON.2018.8591531","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591531","Photovoltaic (PV);DC-Series;DC/DC Converter;Overvoltage;Voltage Regulation","Voltage control;Topology;Bridge circuits;Photovoltaic systems;Control systems","DC-DC power convertors;photovoltaic power systems;power generation control;power grids;power supplies to apparatus;voltage control","wider regulation range;input parallel output series method;output voltage adjustment range;DC-series PV generation units;wide output voltage regulation range;DC-series photovoltaic Plant;DC-series converter;DC-series PV collection DC-DC Converter;boost full bridge isolated DC-DC Converter;voltage 20.0 kV;power 500.0 kW;power 1.5 MW;voltage 60.0 kV","","","","","","","","IEEE","IEEE Conferences"
"Feasibility Study on Thermal Energy Harvesting for Low Powered Electronics in High-Voltage Substations","A. Kadechkar; J. Riba; M. Moreno-Eguilaz; F. Capelli","UNIVERSITAT POLITECNICA DE CATALUNYA, Terrassa, Spain; UNIVERSITAT POLITECNICA DE CATALUNYA, Terrassa, Spain; UNIVERSITAT POLITECNICA DE CATALUNYA, Terrassa, Spain; SBI CONNECTORS ESPAÑA, Sant Esteve de Sesrovires, Spain","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4224","4229","","","","10.1109/IECON.2018.8591532","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591532","Energy harvesting;substation connectors;bus bar;thermoelectric module;high-voltage;condition monitoring","Bars;Substations;Energy harvesting;Heat sinks;Connectors;Resistance heating;Vibrations","busbars;conductors (electric);electric connectors;energy harvesting;maintenance engineering;power convertors;substations","thermal energy harvesting;low powered electronics;high-voltage substations;electronic devices;wireless communications;data processing capability;predictive maintenance tasks;power connectors;high-voltage electrical substations;smart connector;tubular aluminum bus bars;combined effect;electrical resistance;electric current;energy harvesting system;TEM;heat power;electrical power;substation bus bar;feasibility study;power converter","","","","","","","","IEEE","IEEE Conferences"
"Dynamic Hosting Capacity Management and Demand Charge Reduction via a Hybrid Storage System","Z. Ding; Z. Liu; Z. Zhang","Electrical and Computing Engineering, Binghamton University - SUNY, Binghamton, NY, USA; Electrical and Computing Engineering, Binghamton University - SUNY, Binghamton, NY, USA; Electrical and Computing Engineering, Binghamton University - SUNY, Binghamton, NY, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3827","3832","","","","10.1109/IECON.2018.8591533","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591533","Energy storage system;PV penetration;Demand charge;Distribution network","Voltage control;Reactive power;Degradation;Supercapacitors;Lithium-ion batteries","demand side management;distribution networks;optimisation;photovoltaic power systems;secondary cells;supercapacitors","peak demand;load point;Li-ion batteries;load data;dynamic hosting capacity management;demand charge reduction;hybrid storage system;ultracapacitor;large-size commercial buildings;future distribution systems;photovoltaics penetration","","2","","","","","","IEEE","IEEE Conferences"
"Robot Shape Design to Easily Recognize Robots' Movement for Human","Y. Arai; S. Yokota; K. Yamada; A. Matsumoto; H. Hashimoto; D. Chugo","Toyo University, Graduate School of Science and Enginering, Saitama, JAPAN; Toyo University, Graduate School of Science and Enginering, Saitama, JAPAN; Toyo University, Graduate School of Science and Enginering, Saitama, JAPAN; Toyo University, Graduate School of Science and Enginering, Saitama, JAPAN; Advanced Institute of Industrial Technology, Tokyo, JAPAN; Kwansei Gakuin University, School of Science and Technology, Hyogo, JAPAN","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4306","4311","","","","10.1109/IECON.2018.8591534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591534","mobile robot;design guidelines;pedestrian characteristics","Collision avoidance;Shape;Legged locomotion;Service robots","gait analysis;human-robot interaction;mobile robots;motion control","phase lead;robot shape design;easily recognize robots;design guidelines;mobile robot;movement direction;robot pass;robot coexisting;human movement;sensory characteristics;human behavioral characteristics;moving direction;human appearance;oncoming pedestrian;avoidance direction;direction change","","","","","","","","IEEE","IEEE Conferences"
"Control Method of the Current Injection Bridge in Hybrid Active Front-End Matrix Converter","Y. Zhu; B. Zhou; C. Lu","Nanjing University of Aeronautics and Astronautics, Jiangsu Key Laboratory of New Energy Generation and Power Conversion, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Jiangsu Key Laboratory of New Energy Generation and Power Conversion, Nanjing, China; Nanjing University of Aeronautics and Astronautics, Jiangsu Key Laboratory of New Energy Generation and Power Conversion, Nanjing, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4353","4358","","","","10.1109/IECON.2018.8591535","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591535","hybrid active third-harmonic injection matrix converter (H3IMC);third-harmonic current synthesizing;control of current injection bridge;PI controller","Switches;Bridge circuits;Power harmonic filters;Rectifiers;Reactive power;PI control","active filters;electric current control;matrix convertors;PI control;power factor;power factor correction;power harmonic filters","third-harmonic reference current;injection inductor;proportional-integral controllers;conventional control method;working conditions;controllable power factor;sinusoidal input currents;H3IMC;third-harmonic injection matrix converter;third-harmonic current injection bridge;hybrid active front-end matrix converter;input current harmonics","","","","","","","","IEEE","IEEE Conferences"
"Energy Harvesting Circuit for Road Speed Bumps Using a Piezoelectric Cantilever","J. H. Hyun; N. Chen; D. S. Ha","Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA; Northwestern Polytechnical University, School of Computer Science and Engineering, Xian, China; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4219","4223","","","","10.1109/IECON.2018.8591536","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591536","Energy harvesting;speed bump;buck-boost converter;input voltage detector;impedance matching;sleep-mode","Oscillators;Detectors;Energy harvesting;Voltage control;Tires;Power dissipation;Batteries","cantilevers;CMOS integrated circuits;energy harvesting;integrated circuit design;low-power electronics;piezoelectric transducers","energy harvesting circuit;road speed bumps;speed bump energy harvester;electrical energy;typical static power dissipation;vehicle speed;piezoelectric cantilever;size 0.18 mum;power 443.0 pW;velocity 20.0 km/h;voltage 16.3 muV","","","","","","","","IEEE","IEEE Conferences"
"Selective Power Management Control for Hybrid Active Power Filter","L. Wang; C. Lam; M. Wong","Department of Electrical and Computer Engineering Faculty of Science and Technology, University of Macau, Macau, China; University of Macau, State Key Laboratory of Analog and Mixed-Signal VLSI, Macau, China; Department of Electrical and Computer Engineering Faculty of Science and Technology, University of Macau, Macau, China","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4398","4403","","","","10.1109/IECON.2018.8591537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591537","Harmonic power;total harmonic distortion (THD);hybrid active power filter;active power filter (APF);hybrid active power filter (HAPF);pulse width modulation (PWM)","Indexes;Quantum cascade lasers;Inverters","active filters;compensation;power harmonic filters;PWM invertors;reactive power control","harmonic power compensation performance;traditional active power filter;pre-designed HAPF capacity;selective control method;partial reactive power compensation;selective power management control;satisfactory compensation performance;conventional control methods;active inverter rating;compensation range;hybrid active power filter","","","","","","","","IEEE","IEEE Conferences"
"An Energy-Stored Quasi-Z Source Converter Based Interlinking Converter for Hybrid AC/DC Microgrids","D. Sun; L. Du; X. Lu; L. He","Dept. Electrical & Computer Engineering, Temple University, Philadelphia, USA; Dept. Electrical & Computer Engineering, Temple University, Philadelphia, USA; Dept. Electrical & Computer Engineering, Temple University, Philadelphia, USA; GE Global Research, Electric Machines Lab, Niskayuna, NY, USA","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","3821","3826","","","","10.1109/IECON.2018.8591538","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591538","hybrid microgrids;interlinking converter;quasi-z source converter;energy storage","Microgrids;Batteries;Integrated circuits;State of charge;Load flow;Capacitors;Power generation","AC-DC power convertors;distributed power generation;energy storage;power distribution control;power grids","qZSC;continuous input current;AC sub-microgrids;DC sub-microgrids;state of charge;power flow;energy storage systems;individual sub-microgrids;energy hub;additional interface converters;one-stage converter;IC;hybrid AC/DC microgrids;energy-stored quasiZ source converter based interlinking converter","","1","","","","","","IEEE","IEEE Conferences"
"Characterization and Modeling of Low-Cost Contact-Mode Triboelectric Devices for Energy Harvesting","A. Bertacchini; M. Lasagni; G. Sereni; L. Larcher; P. Pavan","Univ. of Modena and Reggio Emilia, DISMI, Reggio Emilia, Italy; IndioTECH s.r.l., Reggio Emilia, Italy; IndioTECH s.r.l., Reggio Emilia, Italy; Univ. of Modena and Reggio Emilia, DISMI, Reggio Emilia, Italy; Univ. of Modena and Reggio Emilia, DIEF, Modena, Italy","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4213","4218","","","","10.1109/IECON.2018.8591539","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591539","Triboelectric Generator;Energy Harvesting;Low-Cost Devices;Impact Force Effect;Surface Charge Density","","energy harvesting;triboelectricity","low-cost Contact-Mode triboelectric Devices;energy harvesting;contact force;triboelectric layers;low-cost CM;triboelectric material;impact force;device model;contact-to-dielectric triboelectric devices;ultra-low cost triboelectric energy harvesters;power 5.511 W","","","","","","","","IEEE","IEEE Conferences"
"A Perspective on Safety and Real-Time Issues for GPU Accelerated ADAS","I. S. Olmedo; N. Capodieci; R. Cavicchioli","Department of Physics, Informatics and Mathematics University of Modena And Reggio Emilia, Modena, Italy; Department of Physics, Informatics and Mathematics University of Modena And Reggio Emilia, Modena, Italy; Department of Physics, Informatics and Mathematics University of Modena And Reggio Emilia, Modena, Italy","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4071","4077","","","","10.1109/IECON.2018.8591540","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591540","","Graphics processing units;Real-time systems;Random access memory;Safety;Instruction sets;Kernel","driver information systems;graphics processing units;rendering (computer graphics)","pedestrian detection;power consumption;advanced driving assistance system;graphic processing unit;modern multi/many core accelerators;computing power;GPU accelerated ADAS;graphical rendering","","","","","","","","IEEE","IEEE Conferences"
"A Simulation Framework for Validating Cellular V2X Scenarios","A. V. Feljan; Y. Jin","Ericsson Research; Ericsson Research","IECON 2018 - 44th Annual Conference of the IEEE Industrial Electronics Society","","2018","","","4078","4083","","","","10.1109/IECON.2018.8591541","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8591541","","Urban areas;Long Term Evolution;Cellular networks;Topology;Buildings;Roads;Protocols","cellular radio;Long Term Evolution;telecommunication traffic;vehicular ad hoc networks","cellular network;cellular Vehicle-to-Everything;realistic simulation framework;urban C-V2X usecases;urban mobility simulator;urban traffic;network simulator;LTE radio equipment;network protocol stacks","","","","","","","","IEEE","IEEE Conferences"
